Brand_name,Price,Discount_item_clean,Discounted_Price_clean,Ratings_clean,Shades_clean
Blue Heaven,275.0,20.0,220,790.0,9.0
Nykaa Cosmetics,599.0,20.0,479,39.0,4.0
Clinique Pop,,,2750,,
KIRO Glossfinity,875.0,20.0,700,69.0,8.0
Just Herbs,295.0,22.0,230,1280.0,5.0
Benefit Cosmetics,,,2450,186.0,
Nykaa Cosmetics,1350.0,30.0,945,77834.0,
TONYMOLY Get,,,1440,2.0,10.0
Mila Beaut,229.0,10.0,206,19.0,4.0
Simply Nam,1099.0,15.0,934,11.0,7.0
Daily Life,,,899,737.0,13.0
STAZE Cheek,399.0,18.0,327,178.0,4.0
Nykaa Cosmetics,499.0,25.0,374,18513.0,8.0
Color Chemistry,849.0,20.0,679,268.0,12.0
Nudestix Mini,,,1500,288.0,6.0
Charlotte Tilbury,,,3200,14.0,
Colorbar Powerkiss,799.0,15.0,679,23.0,8.0
Lancome L',3500.0,10.0,3150,96.0,3.0
Armani Lip,,,3500,,8.0
Focallure FA,675.0,10.0,608,7.0,5.0
Love Earth,659.0,55.0,299,22.0,9.0
LoveChild Masaba,800.0,15.0,680,17.0,6.0
MyGlamm Lit,,,375,728.0,25.0
NYX Professional,,,999,111.0,6.0
Maybelline New,2796.0,30.0,1957,111828.0,
Too Faced,,,1800,28.0,6.0
Anastasia Beverly,2600.0,40.0,1560,112.0,3.0
Kay Beauty,899.0,10.0,809,4999.0,
MyGlamm LIT,395.0,40.0,237,11137.0,13.0
House of,299.0,10.0,269,128.0,5.0
M.A.C MACximal,,,2550,38.0,4.0
Anastasia Beverly,2600.0,40.0,1560,112.0,3.0
MyGlamm LIT,395.0,40.0,237,11137.0,13.0
House of,299.0,10.0,269,128.0,5.0
M.A.C MACximal,,,2550,38.0,4.0
MARS Edge,790.0,5.0,751,42.0,
Renee Cosmetics,125.0,21.0,99,76.0,3.0
Too Faced,,,2350,198.0,8.0
Mila Beaut,199.0,15.0,169,221.0,24.0
,,,890,484.0,2.0
Flossy Cosmetics,,,799,144.0,7.0
Coloressence Pout,225.0,5.0,214,2137.0,7.0
Just Herbs,445.0,20.0,356,436.0,24.0
e.l.f. Cosmetics,550.0,10.0,495,116.0,5.0
Bella Vita,449.0,56.0,198,114.0,10.0
Ras Luxury,1090.0,20.0,872,1231.0,6.0
Earth Rhythm,615.0,50.0,308,388.0,12.0
Recode Hydrating,440.0,10.0,396,702.0,17.0
Armani Lip,,,3500,1.0,9.0
Insight Cosmetics,,,200,13.0,12.0
DIAM BEAUTY,,,849,70.0,2.0
TYPE Beauty,799.0,10.0,719,22.0,6.0
Mila Beaut,169.0,12.0,149,177.0,20.0
LoveChild Masaba,900.0,12.0,792,93.0,6.0
Pilgrim Matte,745.0,22.0,581,17.0,4.0
Chambor Matte,425.0,20.0,340,1858.0,16.0
Colorbar Starry,1299.0,22.0,1013,763.0,5.0
MARS Clear,199.0,10.0,179,1045.0,
Kay Beauty,899.0,10.0,809,4999.0,
SUGAR POP,299.0,40.0,179,2678.0,5.0
Nykaa Cosmetics,1350.0,30.0,945,77834.0,
VERYMISS Matte,150.0,30.0,105,793.0,22.0
Lotus Make,345.0,20.0,276,3127.0,5.0
Colorbar XOXO,275.0,30.0,193,516.0,12.0
TYPE Beauty,799.0,10.0,719,37.0,6.0
Just Herbs,749.0,20.0,599,38.0,3.0
Just Herbs,595.0,27.0,434,869.0,15.0
Love Earth,2499.0,60.0,999,44.0,
Insight Cosmetics,,,280,3033.0,23.0
PAC Colorlock,,,385,1807.0,17.0
KIRO Afterglow,800.0,15.0,680,185.0,4.0
DIOR Rogue,,,4500,3.0,4.0
Renee Cosmetics,750.0,15.0,639,555.0,
Shiseido ModernMatte,2700.0,50.0,1350,64.0,13.0
Estee Lauder,,,3800,78.0,5.0
Simply Nam,899.0,10.0,809,5.0,3.0
Colors Queen,325.0,15.0,276,508.0,24.0
Innisfree Fruity,890.0,15.0,757,20.0,5.0
,199.0,8.0,183,43.0,3.0
LoveChild Masaba,650.0,17.0,540,77.0,12.0
BLUR INDIA,599.0,9.0,545,14.0,
LAMEL Let,550.0,5.0,523,20.0,4.0
Just Herbs,745.0,27.0,544,963.0,14.0
Guerlain KissKiss,,,4200,,6.0
Too Faced,,,2200,72.0,8.0
Lakme Glitterati,799.0,10.0,719,695.0,9.0
Renee Cosmetics,750.0,30.0,525,3840.0,
Bella Vita,549.0,27.0,401,69.0,
Just Herbs,495.0,27.0,361,659.0,8.0
Focallure Airy,895.0,20.0,716,12.0,6.0
Benefit Cosmetics,,,1950,293.0,
Huda Beauty,,,1950,16.0,3.0
Praush Pout,650.0,10.0,585,540.0,3.0
Bobbi Brown,,,3350,10.0,5.0
TONYMOLY Hydrating,,,300,4195.0,
Iba PureLips,250.0,20.0,200,4031.0,20.0
Huda Beauty,,,1150,771.0,1.0
Manish Malhotra,799.0,25.0,599,3724.0,12.0
Love Earth,699.0,55.0,314,1242.0,9.0
Chambor Colour,1095.0,15.0,931,9.0,9.0
PAC Transparent,,,645,2211.0,
Insight Cosmetics,1380.0,20.0,1104,175352.0,
,,,1450,253.0,
Blue Heaven,90.0,5.0,86,29.0,5.0
Benefit Cosmetics,,,2850,6.0,11.0
MyGlamm Pout,,,799,24.0,10.0
Guerlain KissKiss,,,4150,17.0,6.0
Recode Lip,545.0,10.0,491,161.0,18.0
Stila Cosmetics,,,2275,7.0,4.0
Renee Cosmetics,949.0,18.0,779,32559.0,
Charmacy Milano,750.0,20.0,600,331.0,10.0
Recode Lip,545.0,10.0,491,161.0,18.0
Stila Cosmetics,,,2275,7.0,4.0
Renee Cosmetics,949.0,18.0,779,32559.0,
Charmacy Milano,750.0,20.0,600,331.0,10.0
Insight Cosmetics,,,200,147.0,24.0
Miss Claire,325.0,25.0,244,4075.0,12.0
Renee Cosmetics,249.0,20.0,199,61.0,5.0
Swiss Beauty,329.0,15.0,280,68.0,18.0
Lamel Lamel,295.0,10.0,266,896.0,2.0
Glamveda Serum,250.0,38.0,155,291.0,6.0
Elizabeth Arden,2550.0,10.0,2295,19.0,29.0
L.A. Girl,595.0,25.0,446,253.0,8.0
,470.0,10.0,423,71108.0,
Charlotte Tilbury,,,3650,132.0,6.0
M.A.C Satin,,,2300,1583.0,11.0
Inglot Matte,2400.0,10.0,2160,48.0,22.0
Shiseido VisionAiry,2500.0,50.0,1250,49.0,11.0
Mamaearth Nourishing,399.0,8.0,367,3475.0,3.0
Renee Cosmetics,499.0,15.0,425,136.0,8.0
LAURA MERCIER,,,3750,3.0,15.0
ENN Semi,649.0,32.0,441,829.0,
FLiCKA Tomato,325.0,22.0,254,145.0,10.0
Givenchy Rose,,,4200,48.0,8.0
Givenchy Le,,,4300,30.0,17.0
IBA Must,5516.0,35.0,3585,36.0,
NYX Professional,,,550,2354.0,2.0
Brwn Glass,595.0,3.0,579,83.0,3.0
Swiss Beauty,490.0,15.0,417,2.0,12.0
Colors Queen,325.0,40.0,195,123.0,10.0
Carlton London,1495.0,35.0,972,42.0,
Mila Beaut,360.0,15.0,306,,
Typsy Beauty,349.0,5.0,332,119.0,8.0
MCaffeine Shades,499.0,20.0,399,42.0,3.0
Blue Heaven,499.0,25.0,374,880.0,12.0
Milani Keep,1650.0,5.0,1568,,3.0
Gush Beauty,999.0,30.0,699,40.0,17.0
Matt look,399.0,25.0,299,975.0,24.0
M.A.C Macximal,,,2550,5.0,
Blue Heaven,399.0,15.0,339,578.0,7.0
Focallure Lasting,895.0,20.0,716,10.0,7.0
Swiss Beauty,289.0,12.0,254,8.0,4.0
Insight Cosmetics,599.0,10.0,539,21.0,
Swiss Beauty,169.0,12.0,149,257.0,4.0
DIAM BEAUTY,,,849,70.0,
House of,799.0,10.0,719,51.0,3.0
Renee Cosmetics,699.0,16.0,589,106.0,8.0
Urban Decay,,,2400,118.0,13.0
MCaffeine Shades,549.0,20.0,439,109.0,2.0
Iba Makeup,1906.0,35.0,1239,866.0,
Blue Heaven,300.0,20.0,240,982.0,7.0
Character Read,499.0,15.0,424,30.0,13.0
House of,,,349,244.0,
M.A.C Lustreglass,,,2800,6.0,6.0
Colorbar Sinful,1200.0,40.0,720,395.0,4.0
LAMEL Stain,595.0,10.0,536,3.0,4.0
VERYMISS Lip,120.0,30.0,84,553.0,6.0
Rhe Cosmetics,249.0,60.0,99,250.0,4.0
M.A.C Macximal,,,2550,1.0,
Florence by,1300.0,10.0,1170,156.0,6.0
Makeup Revolution,650.0,8.0,598,781.0,4.0
Rhe Cosmetics,249.0,60.0,99,250.0,4.0
M.A.C Macximal,,,2550,1.0,
Florence by,1300.0,10.0,1170,156.0,6.0
Makeup Revolution,650.0,8.0,598,781.0,4.0
Innisfree Hyaluronic,1100.0,15.0,935,89.0,
Recode Lip,495.0,10.0,446,84.0,6.0
Swiss Beauty,450.0,12.0,396,301.0,6.0
Charlotte Tilbury,,,3450,101.0,7.0
Kay Beauty,899.0,10.0,809,4999.0,
Renee Cosmetics,350.0,17.0,289,681.0,5.0
Blue Heaven,630.0,20.0,504,286.0,
FENTY BEAUTY,,,2050,14.0,10.0
Smashbox Be,,,2700,77.0,10.0
ENN Semi,649.0,32.0,441,419.0,
Givenchy Le,,,4050,135.0,56.0
Makeup Revolution,550.0,10.0,495,4.0,9.0
IBA Matte,499.0,30.0,349,45.0,10.0
Swiss Beauty,550.0,15.0,468,119.0,12.0
Too Faced,,,2790,59.0,4.0
Matt look,349.0,28.0,251,49.0,16.0
Kay Beauty,899.0,10.0,809,4999.0,
Renee Cosmetics,750.0,30.0,525,289.0,
IBA Must,599.0,25.0,449,1480.0,5.0
Colorbar Take,499.0,10.0,449,311.0,8.0
Mamaearth Feather,249.0,8.0,229,1315.0,3.0
,,,299,6.0,3.0
Chambor Colour,645.0,20.0,516,1324.0,5.0
Tint Cosmetics,650.0,10.0,585,9.0,1.0
Estee Lauder,,,3500,21.0,12.0
Matt look,,,499,54.0,4.0
FAE Beauty,1950.0,25.0,1463,3174.0,
,1199.0,40.0,719,266.0,5.0
M.A.C Satin,,,2800,25.0,
TNW The,250.0,21.0,198,1739.0,8.0
Quench Brightening,599.0,15.0,509,161.0,
Chambor Extreme,725.0,15.0,616,26.0,6.0
Flossy Cosmetics,,,699,124.0,7.0
,299.0,28.0,215,251.0,6.0
Nykaa Cosmetics,798.0,30.0,558,53409.0,
,1299.0,40.0,779,50.0,2.0
,299.0,28.0,215,251.0,6.0
Nykaa Cosmetics,798.0,30.0,558,53409.0,
,1299.0,40.0,779,50.0,2.0
FENTY BEAUTY,2900.0,25.0,2175,55.0,6.0
Bella Vita,449.0,56.0,199,74.0,3.0
,299.0,12.0,263,925.0,28.0
Estee Lauder,,,2450,62.0,2.0
Lakme Fashionista's,2520.0,18.0,2066,157547.0,
Milani Stay,1750.0,5.0,1663,109.0,12.0
LoveChild Masaba,950.0,20.0,760,343.0,5.0
LoveChild Masaba,600.0,20.0,480,429.0,4.0
Swiss Beauty,229.0,12.0,202,117.0,4.0
Mila Beaut,279.0,15.0,237,43.0,18.0
Renee Cosmetics,249.0,20.0,199,91.0,7.0
Avon Naturals,199.0,10.0,179,71.0,2.0
Insight Cosmetics,,,185,14.0,12.0
,1299.0,40.0,779,15.0,1.0
Insight Cosmetics,,,240,290.0,6.0
PAC Lip,,,2575,215.0,
,249.0,12.0,219,258.0,3.0
Mila Beaut,249.0,15.0,212,31.0,18.0
NARS Afterglow,,,2550,2.0,10.0
IBA Must,350.0,25.0,263,269.0,
MAE Cosmetics,,,849,,5.0
MCaffeine Cocoa,499.0,15.0,424,1280.0,6.0
Iba Makeup,1906.0,35.0,1239,506.0,
Gush Beauty,799.0,28.0,575,54.0,12.0
MCaffeine Lip,349.0,20.0,279,104.0,5.0
Milagro Beauty,1290.0,30.0,903,253.0,
SUGAR POP,349.0,40.0,209,100.0,19.0
Milani Color,,,850,190.0,
Revlon Nearly,999.0,20.0,799,382.0,3.0
Blue Heaven,299.0,15.0,254,1383.0,2.0
MAKE UP,,,2400,109.0,5.0
SUGAR Seal,649.0,7.0,604,2051.0,
Just Herbs,649.0,27.0,474,34.0,3.0
Just Herbs,495.0,20.0,396,1163.0,2.0
Colorbar Take,999.0,18.0,819,130.0,7.0
Coloressence Roseate,599.0,15.0,509,56.0,5.0
Maybelline New,987.0,15.0,839,152853.0,
IBA Must,499.0,25.0,374,2531.0,5.0
TYPE Beauty,799.0,10.0,719,33.0,6.0
MARS Non,349.0,20.0,279,691.0,16.0
Anastasia Beverly,,,2300,61.0,3.0
e.l.f. Cosmetics,650.0,10.0,585,23.0,7.0
PIXI Naturelle,,,1350,7.0,6.0
Swiss Beauty,299.0,15.0,254,219.0,3.0
Gush Beauty,999.0,30.0,699,26.0,8.0
M.A.C Ruby's,,,2800,76.0,
Jeffree Star,2590.0,10.0,2331,,13.0
Bobbi Brown,,,3300,96.0,3.0
Smashbox Be,,,2750,161.0,12.0
Givenchy Rose,,,4200,56.0,22.0
Insight Professional,,,280,1087.0,21.0
Guerlain Shine,,,4200,,13.0
M.A.C Lip,,,2300,198.0,
M.A.C Macximal,,,2550,4.0,
PAC Sweet,,,295,1605.0,26.0
Character Revolution,149.0,15.0,127,760.0,24.0
M.A.C Powder,,,3100,50.0,2.0
Charlotte Tilbury,,,3450,91.0,1.0
Swiss Beauty,349.0,25.0,262,3749.0,3.0
Matt look,399.0,28.0,287,1114.0,30.0
BLUR INDIA,699.0,22.0,545,96.0,5.0
MCaffeine Coffee,2020.0,16.0,1699,1467.0,
,299.0,12.0,263,389.0,27.0
Mila Beaut,249.0,15.0,212,134.0,
Lyon Beauty,499.0,20.0,399,111.0,2.0
Swiss Beauty,349.0,12.0,307,100.0,11.0
Rimmel London,560.0,30.0,392,1981.0,3.0
,219.0,8.0,201,106.0,4.0
,,,299,5.0,4.0
Beauty People,199.0,20.0,159,14.0,11.0
ColourPop Fresh,899.0,10.0,809,429.0,6.0
Manish Malhotra,950.0,20.0,760,1166.0,4.0
Milani Fruit,1875.0,5.0,1781,138.0,8.0
Revlon Colorstay,1099.0,20.0,879,220.0,10.0
VERYMISS Ultra,275.0,50.0,138,236.0,20.0
prishe beauty,1099.0,35.0,714,59.0,9.0
Gush Beauty,749.0,20.0,599,144.0,5.0
Colors Queen,299.0,26.0,221,14.0,21.0
prishe beauty,749.0,20.0,599,12.0,5.0
PAC Retro,,,550,2355.0,27.0
TNW The,699.0,29.0,496,627.0,8.0
MCaffeine Shades,449.0,20.0,359,60.0,9.0
Makeup Revolution,750.0,5.0,713,55.0,5.0
La Mior,660.0,10.0,594,1.0,18.0
Nykaa Cosmetics,658.0,28.0,477,173869.0,
e.l.f. Cosmetics,500.0,10.0,450,349.0,7.0
NYKAA Naturals,525.0,10.0,473,12.0,
Maybelline New,1398.0,20.0,1118,111830.0,
Lakme Primer,1249.0,33.0,837,73301.0,
SUGAR Play,499.0,5.0,474,230.0,4.0
Pilgrim Insta,545.0,22.0,425,174.0,3.0
Milani Amore,1500.0,5.0,1425,1191.0,6.0
Anastasia Beverly,2300.0,40.0,1380,59.0,5.0
Givenchy Le,,,4300,40.0,11.0
Milani Color,1250.0,5.0,1188,69.0,2.0
Swiss Beauty,490.0,15.0,417,4.0,12.0
Milani Color,700.0,5.0,665,394.0,2.0
Renee Cosmetics,599.0,17.0,499,28.0,5.0
Shiseido Techno,,,3000,5.0,19.0
,,,1850,82.0,
,,,1795,3.0,
,800.0,15.0,680,184.0,5.0
House of,599.0,10.0,539,272.0,7.0
Mamaearth Feather,499.0,8.0,459,1035.0,6.0
Gush Beauty,1050.0,33.0,704,322.0,5.0
NYKAA Naturals,525.0,10.0,473,11.0,
Insight Cosmetics,,,325,1381.0,19.0
Elizabeth Arden,1700.0,15.0,1445,75.0,3.0
VERYMISS Ultra,299.0,50.0,150,277.0,17.0
Lip Liner,1648.0,17.0,1368,25466.0,
DIOR Rouge,,,2900,,5.0
ColourPop Glowing,849.0,50.0,425,494.0,5.0
Bobbi Brown,,,3500,4.0,
,,,1795,6.0,
KIRO Ph,800.0,10.0,720,127.0,
Miss Claire,995.0,35.0,647,113.0,
Renee Stay,,,700,2307.0,2.0
Maybelline New,,,658,152862.0,
,275.0,10.0,248,398.0,2.0
M.A.C Lip,,,2300,5.0,
Nudestix Nudies,,,3500,41.0,5.0
Just Herbs,325.0,20.0,260,68.0,12.0
Colors Queen,249.0,29.0,177,64.0,13.0
Charmacy Milano,695.0,20.0,556,387.0,8.0
Smashbox Haute,,,3250,23.0,
Just Herbs,575.0,27.0,420,57.0,12.0
Bobbi Brown,,,3990,276.0,5.0
ColourPop Blotted,799.0,50.0,400,160.0,4.0
Brwn Transferproof,595.0,3.0,579,108.0,9.0
Chambor Extreme,895.0,15.0,761,60.0,3.0
PAC Moody,,,595,549.0,11.0
PIXI Tintfix,,,1550,89.0,5.0
Suroskie Dessert,1299.0,40.0,779,54.0,5.0
Colorbar All,550.0,22.0,429,1864.0,2.0
Miss Claire,295.0,15.0,251,12.0,21.0
Blue Heaven,249.0,15.0,212,7.0,3.0
Kay Beauty,1698.0,20.0,1358,22060.0,
Blue Heaven,249.0,15.0,212,7.0,3.0
Kay Beauty,1698.0,20.0,1358,22060.0,
DIOR Addict,,,4500,1.0,
Lotus Make,625.0,20.0,500,433.0,4.0
SoulTree Ayurvedic,,,1295,491.0,11.0
Chambor Tres,795.0,20.0,636,723.0,9.0
Lakme Beyond,425.0,15.0,361,12172.0,1.0
Makeup Revolution,695.0,5.0,660,392.0,
Typsy Beauty,1099.0,25.0,824,34.0,3.0
BLUR INDIA,599.0,9.0,545,227.0,6.0
,898.0,22.0,700,2720.0,
Insight Professional,,,170,956.0,22.0
NARS Precision,,,2250,,15.0
Tint Cosmetics,450.0,10.0,405,103.0,4.0
Milani Ludicrous,1275.0,5.0,1211,211.0,12.0
Typsy Beauty,1099.0,15.0,934,125.0,7.0
Blue Heaven,249.0,15.0,212,127.0,19.0
MyGlamm Lit,299.0,30.0,209,182.0,8.0
BLUR INDIA,599.0,9.0,545,13.0,10.0
DIOR Rouge,,,4500,215.0,3.0
,1899.0,25.0,1424,4.0,2.0
Revlon Super,1299.0,30.0,909,1.0,17.0
IBA Liquid,745.0,40.0,447,,
Insight Cosmetics,235.0,10.0,212,174493.0,
Lakme Duo,1300.0,33.0,871,73303.0,
Baked Beauty,498.0,50.0,249,22.0,10.0
Gush Beauty,789.0,24.0,600,286.0,4.0
L.A. Girl,250.0,25.0,188,479.0,6.0
MyGlamm Manish,799.0,25.0,599,220.0,6.0
Stila Cosmetics,2190.0,25.0,1643,5.0,8.0
LAMEL Crystal,595.0,5.0,565,3.0,5.0
Colors Queen,225.0,28.0,162,4.0,14.0
Milagro Beauty,1290.0,30.0,903,148.0,
Nudestix Magnetic,,,2850,90.0,4.0
MyGlamm Manish,799.0,25.0,599,141.0,7.0
La Mior,1980.0,10.0,1782,10.0,9.0
,640.0,18.0,525,59950.0,
,3999.0,10.0,3599,,
Iba Must,6040.0,35.0,3926,65.0,
,449.0,35.0,292,3221.0,3.0
Insight Professional,,,320,359.0,19.0
Coloressence Intense,450.0,10.0,405,812.0,4.0
PAC Lip,,,595,138.0,
M.A.C Macximal,,,2550,,
Lyon Beauty,1188.0,50.0,594,33.0,
Givenchy Le,,,4300,1.0,9.0
DIAM BEAUTY,,,849,70.0,
Miss Claire,150.0,25.0,113,1308.0,10.0
Renee Cosmetics,199.0,15.0,169,1311.0,14.0
ENN Color,299.0,13.0,260,849.0,
Too Faced,,,2690,88.0,4.0
Too Faced,,,2400,152.0,
Insight Cosmetics,,,180,2853.0,14.0
Half N,299.0,28.0,215,429.0,31.0
Glamveda X,250.0,38.0,155,46.0,9.0
Carlton London,1595.0,35.0,1037,37.0,
Renee Cosmetics,650.0,16.0,549,89.0,4.0
,349.0,14.0,300,15.0,17.0
HYUE HydraMatte,499.0,10.0,449,16.0,10.0
MCaffeine Shades,499.0,20.0,399,47.0,6.0
MyGlamm Manish,799.0,25.0,599,780.0,6.0
SUGAR Time,599.0,11.0,533,1316.0,2.0
IBA Must,350.0,25.0,263,109.0,3.0
Mila Beaut,249.0,15.0,212,97.0,24.0
IBA Must,499.0,30.0,349,16.0,4.0
ColourPop Just,799.0,50.0,400,307.0,7.0
Max Factor,999.0,40.0,599,7.0,1.0
Just Herbs,345.0,20.0,276,365.0,12.0
Milani Understatement,1195.0,5.0,1135,111.0,10.0
Makeup Revolution,650.0,12.0,572,1125.0,4.0
Blue Heaven,290.0,20.0,232,,12.0
Focallure FA,995.0,10.0,896,4.0,5.0
LoveChild Masaba,1200.0,20.0,960,2.0,
Guerlain Kisskiss,,,4200,14.0,9.0
Florence by,1400.0,10.0,1260,75.0,7.0
Just Herbs,425.0,20.0,340,235.0,12.0
Coloressence Roseate,550.0,15.0,468,116.0,5.0
Maybelline New,398.0,25.0,299,1077.0,
Biotique Starkissed,249.0,35.0,162,1278.0,30.0
MyGlamm LIT,595.0,35.0,387,597.0,4.0
Nudestix Soft,,,3100,30.0,
,1347.0,18.0,1104,3284.0,
Beauty People,349.0,50.0,175,7.0,11.0
Makeup Revolution,549.0,10.0,494,594.0,4.0
IBA Must,2895.0,35.0,1882,91.0,
Spekta Cosmetics,,,550,285.0,8.0
FAE Beauty,1300.0,20.0,1040,2563.0,
SUGAR Play,599.0,5.0,569,21.0,
HYUE HydraGlow,899.0,10.0,809,,4.0
,225.0,15.0,192,18.0,17.0
Swiss Beauty,822.0,25.0,617,27.0,
PAC Transparent,,,545,174.0,
LoveChild Masaba,1200.0,20.0,960,2.0,
Colors Queen,349.0,24.0,265,82.0,
,129.0,5.0,123,13.0,6.0
Revlon Eyeliner,275.0,30.0,193,389.0,1.0
Renee Cosmetics,199.0,15.0,169,3.0,1.0
M.A.C Macximal,,,2550,1.0,
Faces Canada,449.0,11.0,399,,15.0
Jeffree Star,2925.0,10.0,2633,,4.0
Milani Color,1075.0,5.0,1021,157.0,4.0
Gush Beauty,550.0,18.0,451,407.0,9.0
LAURA MERCIER,3000.0,20.0,2400,1.0,12.0
Chambor Colour,895.0,20.0,716,150.0,7.0
Typsy Beauty,899.0,10.0,809,11.0,
Makeup Revolution,695.0,10.0,626,323.0,5.0
Nourish Mantra,449.0,34.0,296,561.0,8.0
REFINE Beauty,699.0,10.0,629,13.0,11.0
La Mior,1125.0,10.0,1013,,4.0
Chambor Extreme,895.0,25.0,671,924.0,2.0
MAKEUP BY,249.0,60.0,99,120.0,4.0
Shopaarel Mix,3999.0,10.0,3599,21.0,
Gush Beauty,799.0,25.0,599,39.0,4.0
Earth Rhythm,998.0,25.0,748,13729.0,
IBA Must,2895.0,35.0,1882,91.0,
Gala of,99.0,5.0,94,2320.0,10.0
Coloressence Pure,399.0,15.0,339,177.0,7.0
BLUR India,599.0,9.0,545,23.0,4.0
Shopaarel Rich,1399.0,10.0,1259,2.0,
FLiCKA Set,499.0,22.0,389,89.0,23.0
Bobbi Brown,,,3100,20.0,
Maybelline New,,,1028,264681.0,
M.A.C Love,,,2200,777.0,3.0
House Of,599.0,10.0,539,136.0,5.0
Kryolan Lip,,,1500,34.0,5.0
LoveChild Masaba,999.0,20.0,799,252.0,
Swiss Beauty,648.0,25.0,486,8488.0,
Too Faced,,,2100,3377.0,3.0
SUGAR Play,399.0,5.0,379,306.0,3.0
MyGlamm Luscious,,,599,49.0,
Flossy Cosmetics,,,599,1.0,4.0
Nykaa Cosmetics,658.0,25.0,494,173871.0,
